({{integer 1 10010}}, {{integer 1 10003}}, {{integer 1 233}}, {{float 1000 5000 2}}),
(1278, 308, 181, 3722.57),
(7124, 358, 22, 4299.72),
(9984, 5034, 113, 1715.79),
(5781, 9084, 168, 3234.81),
(248, 2262, 135, 1376.79),
(5767, 5514, 93, 2994.33),
(1933, 8257, 66, 1547.30),
(5245, 3096, 90, 1378.44),
(2978, 8170, 111, 3823.91),
(5066, 6222, 154, 2338.74),
(9782, 5914, 64, 1035.99),
(7041, 5933, 124, 3361.28),
(7808, 8693, 199, 2979.26),
(2824, 3950, 60, 2823.56),
(8856, 4658, 25, 1759.91),
(8925, 3129, 170, 2296.58),
(6583, 3752, 178, 2183.01),
(1100, 3469, 39, 3489.90),
(387, 1327, 17, 1239.99),
(9709, 3359, 206, 1538.43),
(490, 3319, 19, 3446.65),
(8663, 2080, 66, 2500.86),
(9789, 1728, 68, 1818.01),
(1023, 3797, 114, 4586.20),
(5867, 5796, 21, 2461.51),
(3882, 4114, 191, 3033.36),
(5774, 4169, 135, 2929.78),
(347, 2368, 200, 3393.00),
(5059, 4031, 54, 2654.73),
(6216, 1257, 79, 4479.69),
(2147, 5765, 228, 1157.63),
(4495, 3329, 171, 2347.12),
(8759, 5543, 58, 4220.08),
(2118, 595, 30, 4333.36),
(8774, 9613, 143, 4906.89),
(2673, 8321, 14, 2229.97),
(553, 6753, 59, 2133.07),
(3389, 9885, 188, 3938.68),
(6424, 5953, 48, 4113.20),
(3662, 5395, 12, 2462.06),
(3603, 2806, 206, 4912.79),
(1561, 3448, 219, 4552.09),
(7604, 5171, 86, 4019.78),
(6649, 3558, 161, 4929.79),
(5901, 2997, 115, 4942.03),
(2763, 61, 34, 3552.40),
(1854, 6148, 210, 1639.72),
(3152, 4749, 43, 3027.91),
(2755, 1283, 110, 3923.12),
(10000, 5780, 146, 1949.17),
(3537, 3415, 130, 1483.73),
(1724, 849, 181, 1867.58),
(2446, 6099, 203, 2444.72),
(7882, 2429, 172, 2051.05),
(8608, 8139, 110, 2707.01),
(8995, 708, 144, 3837.71),
(7788, 5481, 89, 3213.49),
(2039, 1558, 37, 4780.81),
(4415, 3511, 136, 3939.93),
(4555, 8290, 226, 4019.48),
(7849, 7933, 139, 4520.04),
(9254, 3513, 30, 4693.19),
(1006, 9765, 25, 1780.53),
(5636, 3073, 91, 1157.53),
(9172, 421, 206, 1800.09),
(842, 4575, 4, 1718.83),
(6958, 3460, 85, 1797.23),
(998, 8177, 45, 2115.34),
(807, 2106, 97, 1669.13),
(594, 3190, 16, 3513.72),
(7531, 8075, 159, 2040.92),
(4116, 8897, 37, 2471.37),
(7768, 4089, 63, 1738.74),
(4737, 700, 143, 4062.62),
(6323, 3280, 216, 4362.49),
(9616, 2851, 224, 3104.83),
(2565, 9346, 74, 4179.35),
(9944, 2370, 190, 1995.26),
(4342, 1607, 36, 3058.20),
(4510, 2625, 217, 4514.70),
(5661, 6718, 157, 3943.60),
(8960, 466, 37, 2000.78),
(5042, 4861, 195, 3778.18),
(2600, 7149, 181, 4719.11),
(4130, 4198, 65, 4596.64),
(2941, 8466, 35, 2458.27),
(8837, 1578, 81, 2346.26),
(8300, 5786, 180, 3389.96),
(2647, 3918, 220, 1995.14),
(9444, 9445, 135, 1237.35),
(6763, 3850, 105, 4888.61),
(5260, 6840, 96, 2764.29),
(4831, 3774, 63, 1135.74),
(861, 1768, 39, 4131.74),
(9287, 3690, 27, 1828.06),
(8770, 1434, 71, 2452.10),
(7562, 93, 3, 4808.15),
(8455, 5254, 220, 3909.55),
(12, 7771, 198, 4343.90),
(8425, 8958, 3, 2407.96),
(7607, 2064, 102, 4632.47),
(8081, 3497, 219, 1050.56),
(2205, 2644, 51, 4278.87),
(3488, 8661, 52, 3611.68),
(4275, 2409, 48, 3329.88),
(9464, 3340, 123, 3953.16),
(5396, 3800, 142, 2423.82),
(2197, 8183, 54, 2208.90),
(1175, 3397, 219, 3358.91),
(5030, 6712, 194, 2932.13),
(6134, 7451, 150, 3299.51),
(5175, 9964, 173, 4800.81),
(6562, 5497, 181, 3000.36),
(9793, 5804, 208, 2762.95),
(8849, 797, 223, 2393.41),
(2407, 6815, 43, 2926.67),
(4009, 6782, 1, 2994.45),
(8885, 4603, 108, 4145.89),
(4454, 5209, 167, 3060.11),
(8803, 8487, 76, 4144.75),
(1790, 6850, 144, 3273.97),
(6327, 3183, 112, 2586.94),
(3239, 9051, 119, 3119.74),
(968, 518, 176, 3684.75),
(9168, 4239, 40, 4662.86),
(6389, 2958, 66, 4951.12),
(3536, 5109, 107, 3903.56),
(4668, 4858, 31, 4480.65),
(3607, 1772, 224, 3736.80),
(7398, 1705, 156, 1146.03),
(861, 2005, 218, 4581.06),
(2198, 412, 13, 4467.75),
(3781, 1384, 186, 4398.58),
(3815, 6535, 173, 1323.36),
(7961, 9381, 147, 1802.08),
(4600, 4536, 72, 2780.31),
(9366, 3895, 6, 3883.68),
(1335, 3046, 181, 2837.35),
(230, 2363, 193, 1408.88),
(2237, 4420, 155, 3484.27),
(5478, 4666, 34, 3075.44),
(5063, 9064, 52, 3904.50),
(7887, 8366, 10, 4993.24),
(5988, 5412, 82, 4522.96),
(8391, 7975, 54, 3368.27),
(5043, 2236, 209, 3458.28),
(7967, 1887, 190, 3186.61),
(4584, 5156, 14, 2398.63),
(6397, 3002, 147, 2842.42),
(7661, 1000, 48, 1781.77),
(7997, 163, 194, 4870.34),
(6334, 2648, 49, 3692.05),
(6195, 3776, 136, 2111.90),
(7172, 3526, 217, 1609.67),
(7261, 2469, 133, 4477.15),
(2580, 8753, 173, 2944.96),
(6799, 4414, 20, 4015.96),
(6713, 5606, 34, 4990.50),
(3077, 4445, 156, 4557.27),
(6652, 226, 82, 4898.21),
(2135, 6514, 35, 3595.84),
(3586, 2069, 189, 2471.07),
(3967, 873, 79, 4681.45),
(7289, 6319, 143, 1885.47),
(2866, 8769, 99, 1707.51),
(5864, 3390, 68, 1095.64),
(5650, 5782, 196, 1004.13),
(2746, 8478, 146, 2640.32),
(8, 8515, 52, 2028.61),
(9975, 2515, 191, 1664.77),
(4939, 4120, 4, 2592.14),
(1675, 4583, 85, 3865.68),
(4714, 3797, 78, 3827.34),
(7248, 465, 152, 4958.06),
(7161, 6399, 30, 3675.82),
(6664, 7805, 59, 1715.37),
(8640, 5887, 55, 3906.48),
(4457, 9529, 144, 2247.87),
(9520, 4779, 91, 1119.79),
(1872, 2387, 57, 2846.13),
(2794, 6709, 211, 1058.74),
(3787, 2665, 198, 2111.89),
(4819, 6898, 135, 1472.88),
(3058, 809, 87, 2985.28),
(1271, 4192, 13, 4258.88),
(5615, 3539, 158, 4168.21),
(4877, 4822, 205, 1672.80),
(885, 2733, 25, 2343.00),
(6672, 1049, 136, 2588.58),
(6503, 9282, 52, 1465.23),
(5268, 960, 162, 3574.84),
(6082, 4412, 177, 1575.32),
(961, 2755, 38, 1006.69),
(1390, 9390, 20, 1315.78),
(6912, 2173, 229, 3824.16),
(4359, 579, 69, 4190.69),
(8985, 3408, 189, 2684.41),
(4534, 3140, 52, 2923.16),
(4218, 9385, 212, 3817.33),
(7454, 1773, 98, 4976.65),
(7976, 8369, 175, 1630.78),
(4789, 7234, 175, 3681.67),
(7952, 9255, 128, 4279.26),
(7255, 5453, 37, 2353.67),
(5074, 2957, 142, 2725.22),
(6533, 2725, 228, 2077.22),
(5844, 7720, 90, 1285.79),
(3848, 132, 81, 3912.51),
(3247, 1095, 174, 2160.96),
(4750, 167, 116, 4890.25),
(9463, 7209, 67, 2527.11),
(73, 5701, 106, 1754.34),
(4618, 2506, 149, 1461.26),
(6861, 6159, 173, 1138.39),
(8101, 5009, 23, 1496.33),
(2816, 1124, 21, 1341.82),
(1638, 4284, 137, 1914.80),
(1427, 1732, 150, 4390.74),
(6033, 191, 56, 3547.25),
(6303, 8289, 97, 2980.54),
(2374, 3945, 211, 2871.27),
(3061, 2947, 111, 3407.06),
(2143, 194, 28, 1730.72),
(1853, 6536, 230, 1485.95),
(3012, 3527, 107, 3195.14),
(855, 3918, 90, 4260.06),
(4095, 2510, 83, 3882.25),
(6907, 6478, 140, 3019.42),
(8136, 4463, 225, 3332.56),
(7283, 3044, 173, 4904.59),
(7197, 3000, 68, 4250.32),
(3391, 7549, 44, 4069.31),
(10, 2380, 215, 2876.92),
(8315, 5874, 231, 2285.51),
(6440, 7418, 150, 4154.43),
(1432, 6386, 194, 3817.25),
(6911, 2553, 202, 4298.51),
(3342, 4827, 191, 3625.04),
(8148, 7141, 123, 4716.25),
(1667, 9853, 20, 2886.87),
(9893, 4697, 13, 2350.39),
(5010, 6510, 108, 1799.07),
(7335, 8598, 8, 2284.82),
(9172, 6617, 4, 1921.96),
(1009, 8274, 134, 1808.88),
(6721, 9565, 173, 2953.07),
(4345, 7342, 97, 2605.98),
(195, 8682, 75, 1874.04),
(9383, 1194, 120, 1260.59),
(5201, 4259, 171, 1128.06),
(4292, 5687, 26, 1112.32),
(5156, 8278, 201, 1414.83),
(3978, 7352, 24, 1120.14),
(7848, 1388, 156, 4124.87),
(4827, 1779, 157, 4843.22),
(9576, 914, 24, 2127.12),
(4328, 465, 226, 4453.38),
(8980, 8157, 120, 4383.80),
(9398, 75, 204, 1546.14),
(4998, 530, 230, 4082.89),
(6744, 5056, 190, 4692.54),
(5310, 9561, 185, 3770.81),
(4359, 2490, 113, 3329.03),
(3421, 9249, 114, 4895.32),
(9930, 2624, 82, 4298.22),
(4742, 5094, 102, 1248.69),
(3388, 7681, 136, 3966.59),
(517, 3820, 136, 2805.43),
(3641, 7996, 113, 3054.00),
(3599, 5671, 226, 3449.43),
(3116, 1392, 102, 1317.55),
(161, 1957, 203, 1066.98),
(3884, 6192, 100, 1055.48),
(6702, 252, 195, 4150.46),
(21, 2955, 187, 2894.20),
(4912, 9371, 48, 4065.04),
(4123, 3534, 163, 2187.57),
(6245, 8063, 175, 1724.69),
(1284, 4477, 99, 1940.06),
(5012, 868, 220, 4512.75),
(6533, 7934, 98, 3060.66),
(9674, 4043, 93, 3940.94),
(3982, 6841, 168, 4698.14),
(7260, 5129, 69, 3655.22),
(8193, 8951, 149, 1444.99),
(3946, 2229, 37, 4861.28),
(7315, 2411, 46, 2542.27),
(169, 9199, 35, 2791.61),
(62, 9042, 68, 1574.87),
(847, 3307, 58, 4903.60),
(5973, 2408, 128, 2998.92),
(3721, 2400, 154, 4166.96),
(6993, 8602, 31, 3335.79),
(9516, 4036, 34, 3536.26),
(31, 8321, 23, 4694.86),
(4105, 2611, 111, 3480.55),
(2008, 3514, 141, 1161.18),
(9298, 6120, 131, 2769.66),
(4583, 2151, 133, 4519.21),
(8677, 1146, 32, 2332.06),
(2058, 8435, 230, 3666.32),
(5033, 1764, 65, 4705.89),
(929, 5221, 49, 3826.35),
(9382, 7186, 130, 1416.30),
(8909, 1379, 92, 1388.31),
(868, 5628, 208, 2678.51),
(9380, 3976, 88, 3234.66),
(8434, 2215, 59, 4790.14),
(1797, 5948, 9, 4889.70),
(4238, 3760, 184, 2692.99),
(7549, 2525, 1, 4067.13),
(7393, 5598, 62, 2853.31),
(5872, 4462, 231, 4404.58),
(6846, 6373, 152, 2266.81),
(4270, 800, 132, 3047.27),
(2752, 3883, 96, 1829.66),
(7836, 9562, 205, 1540.57),
(9807, 7246, 101, 4462.85),
(1932, 3801, 133, 1336.85),
(690, 5262, 10, 4635.98),
(6748, 5523, 86, 3620.22),
(5902, 1624, 93, 4152.90),
(9416, 592, 132, 4825.16),
(3460, 7495, 140, 2559.90),
(4255, 4493, 101, 4751.94),
(1987, 1143, 26, 2032.67),
(4440, 8660, 125, 4085.55),
(4845, 4949, 213, 4454.50),
(2228, 461, 69, 2869.80),
(3198, 5284, 29, 4430.04),
(882, 6728, 184, 1162.59),
(1133, 1997, 150, 1073.29),
(7842, 7404, 193, 1013.48),
(9780, 7980, 70, 3269.23),
(5958, 3644, 162, 3327.42),
(8606, 5914, 225, 3218.16),
(2345, 8475, 139, 3951.07),
(3054, 6021, 226, 2585.43),
(6187, 7854, 130, 1648.38),
(6420, 3182, 60, 2959.68),
(1955, 8055, 42, 3516.26),
(2915, 796, 227, 4133.63),
(5449, 7546, 2, 2863.13),
(7270, 7852, 93, 3473.81),
(5943, 4458, 140, 4983.27),
(8456, 679, 20, 1686.74),
(5496, 1665, 199, 2818.63),
(8583, 847, 232, 2789.71),
(2132, 3832, 77, 4084.37),
(2934, 8900, 88, 4343.63),
(4062, 595, 88, 4856.20),
(8807, 5807, 183, 4549.28),
(4630, 8913, 146, 1083.97),
(6584, 9085, 63, 1764.92),
(8193, 3754, 97, 1506.29),
(5063, 8913, 131, 4023.83),
(9851, 1412, 150, 3207.60),
(1719, 7370, 183, 1229.99),
(334, 2779, 56, 4204.89),
(9420, 9609, 188, 1209.03),
(5717, 5239, 182, 3153.89),
(6903, 8546, 114, 2784.49),
(1922, 4488, 119, 2976.50),
(8644, 8704, 130, 1790.89),
(3203, 1714, 131, 1048.31),
(4205, 8047, 106, 4759.96),
(4552, 6934, 109, 2068.62),
(6355, 351, 112, 1600.08),
(4294, 1475, 16, 1438.75),
(1631, 3835, 157, 2480.62),
(9819, 2306, 140, 1176.27),
(8537, 4457, 229, 3317.24),
(4252, 366, 99, 1747.38),
(6531, 2547, 202, 2325.55),
(7033, 4484, 49, 2582.13),
(7136, 1361, 217, 1199.03),
(8014, 3680, 16, 2045.35),
(3875, 8728, 168, 4512.58),
(845, 7607, 196, 1921.56),
(8815, 5897, 12, 3825.69),
(7982, 5872, 145, 3032.84),
(164, 9269, 72, 2322.38),
(1002, 7212, 221, 3265.33),
(9079, 7091, 46, 3965.53),
(6556, 7659, 15, 4509.94),
(2205, 4271, 42, 1220.57),
(7301, 8492, 77, 3816.03),
(6842, 2150, 89, 1356.36),
(1669, 586, 102, 3945.94),
(9147, 2687, 159, 4755.74),
(5386, 561, 77, 1109.15),
(9453, 1584, 84, 4997.05),
(7539, 7296, 12, 4667.46),
(2624, 221, 186, 2672.93),
(3360, 363, 40, 1557.91),
(2765, 495, 69, 1604.13),
(4367, 9499, 215, 4327.88),
(9052, 8420, 126, 3690.27),
(4768, 1977, 184, 2942.55),
(8597, 4925, 155, 3391.08),
(9827, 1095, 145, 3284.12),
(7084, 7495, 127, 2568.69),
(5811, 8251, 143, 4185.23),
(4825, 3219, 15, 1510.13),
(3264, 2698, 42, 3853.87),
(3202, 8823, 135, 3628.28),
(5516, 5691, 89, 4253.78),
(8830, 7583, 221, 3836.42),
(5158, 6477, 133, 3011.42),
(6595, 2734, 180, 2765.72),
(8697, 7926, 27, 3645.87),
(5384, 1052, 221, 4485.21),
(1352, 8272, 15, 2214.81),
(7728, 1977, 96, 2329.88),
(2246, 9965, 107, 1521.43),
(4601, 8619, 231, 1095.74),
(3181, 4714, 121, 4205.88),
(2053, 6731, 108, 3009.71),
(3312, 7488, 67, 4524.18),
(7743, 4025, 21, 4407.85),
(6777, 5656, 15, 2995.65),
(5031, 1477, 133, 1488.45),
(9246, 4736, 40, 3190.67),
(3355, 4399, 60, 3828.80),
(1452, 9940, 129, 1008.08),
(494, 2187, 222, 4227.82),
(5579, 1534, 55, 4698.82),
(1661, 8064, 221, 4118.00),
(8161, 1832, 5, 3769.31),
(9418, 6176, 138, 4314.87),
(2622, 5935, 179, 4493.43),
(2933, 5153, 90, 4815.55),
(461, 2892, 4, 1230.93),
(8125, 571, 173, 1524.91),
(4635, 9922, 209, 2112.26),
(2910, 4520, 80, 2642.19),
(2536, 9351, 133, 4163.88),
(1829, 6209, 89, 2075.88),
(4073, 9331, 199, 4737.97),
(181, 1871, 20, 2436.57),
(6130, 1093, 63, 2420.64),
(4547, 1548, 38, 2012.74),
(8700, 2313, 227, 1988.64),
(2205, 2920, 165, 1161.07),
(8820, 7783, 19, 1351.82),
(4928, 5308, 15, 4271.10),
(8608, 9505, 92, 3214.96),
(950, 2908, 220, 2597.27),
(3099, 6321, 45, 1044.18),
(1123, 9686, 143, 4628.01),
(999, 1783, 168, 4433.71),
(3904, 6269, 37, 2011.32),
(610, 1735, 162, 2808.14),
(6114, 5288, 176, 4371.65),
(1125, 7864, 232, 2716.37),
(9838, 7718, 143, 3837.84),
(6367, 2376, 3, 2024.31),
(5705, 9016, 22, 1899.49),
(6865, 8907, 119, 4458.02),
(7612, 685, 168, 3163.33),
(8664, 2515, 46, 1566.47),
(4245, 4740, 78, 1866.11),
(1810, 6616, 162, 4758.67),
(4615, 1344, 165, 1546.56),
(2017, 591, 215, 2654.06),
(4202, 6467, 124, 4267.70),
(9398, 9987, 146, 1373.28),
(2544, 7343, 117, 2618.16),
(6104, 3819, 19, 3625.90),
(5901, 4032, 214, 4049.67),
(4379, 7343, 3, 2202.65),
(6982, 6953, 62, 2865.66),
(6170, 6917, 132, 2468.15),
(1849, 1810, 129, 3589.88),
(1933, 2513, 20, 3514.79),
(3707, 5218, 104, 3036.47),
(4690, 8915, 111, 1199.67),
(3368, 1311, 217, 1722.61),
(2650, 1195, 145, 1216.05),
(6702, 7767, 148, 1576.26),
(5602, 9294, 188, 3163.80),
(4800, 2627, 36, 2140.08),
(2244, 2148, 177, 2678.75),
(3216, 4429, 198, 4780.03),
(5781, 3401, 149, 1409.24),
(7271, 5420, 164, 3104.24),
(6061, 2720, 64, 4796.17),
(6118, 1588, 184, 1118.08),
(6828, 7121, 101, 3892.82),
(4143, 4189, 102, 2800.77),
(4108, 6173, 113, 3852.31),
(1147, 2859, 56, 3849.68),
(9285, 8500, 124, 3455.85),
(8935, 2630, 29, 3325.07),
(2902, 1588, 227, 2943.66),
(3991, 390, 60, 3904.97),
(2433, 1460, 23, 4101.54),
(601, 3254, 153, 2608.78),
(9765, 8380, 56, 3209.07),
(9568, 8313, 180, 2865.47),
(9216, 8407, 212, 1089.59),
(8632, 362, 19, 1546.82),
(2541, 5843, 59, 3443.00),
(4930, 9940, 14, 3625.96),
(8213, 9295, 45, 2990.75),
(7826, 7992, 113, 2017.63),
(8376, 7480, 8, 3377.14),
(5570, 2084, 150, 1813.91),
(7715, 7696, 157, 3447.73),
(3528, 417, 111, 1830.36),
(4043, 4169, 77, 4992.90),
(6577, 6049, 224, 4580.11),
(2532, 2829, 159, 1609.26),
(364, 1335, 156, 1877.50),
(4925, 2916, 231, 2483.95),
(9898, 9787, 172, 1623.12),
(6287, 8602, 66, 1962.09),
(7909, 9514, 133, 4589.01),
(7234, 30, 228, 3385.29),
(3283, 3093, 146, 3234.51),
(4020, 2199, 186, 1131.13),
(9582, 5363, 193, 1348.38),
(4002, 4395, 161, 3355.62),
(7433, 4417, 2, 2924.62),
(1035, 493, 159, 2407.28),
(2814, 8656, 202, 2085.92),
(3432, 7821, 218, 4039.38),
(1907, 320, 39, 1863.77),
(8661, 9272, 204, 1239.15),
(7326, 9377, 91, 2988.67),
(9713, 3418, 120, 2257.43),
(9758, 2404, 83, 4531.80),
(6495, 4847, 111, 4203.30),
(3906, 9289, 75, 1961.87),
(8483, 5892, 145, 3074.58),
(9111, 2537, 30, 2255.28),
(2150, 9657, 108, 4596.82),
(8460, 324, 204, 3666.33),
(482, 1730, 186, 3444.84),
(6835, 826, 83, 2389.65),
(3004, 9899, 127, 2832.33),
(4144, 9136, 175, 2320.06),
(7960, 399, 216, 1527.45),
(9210, 9039, 143, 2792.64),
(813, 5695, 79, 3903.05),
(7782, 3005, 167, 4075.38),
(248, 4310, 219, 1679.25),
(7796, 8722, 164, 1228.14),
(7896, 4662, 192, 2041.09),
(729, 5649, 124, 2648.99),
(1931, 1590, 75, 3911.34),
(9267, 4084, 115, 2501.22),
(7663, 1668, 80, 1387.74),
(5358, 6234, 147, 3355.71),
(5935, 9193, 74, 4021.88),
(9943, 7777, 79, 4643.83),
(977, 5345, 194, 4236.36),
(3788, 3967, 84, 1912.87),
(5942, 3376, 187, 3154.81),
(7157, 7610, 36, 4350.67),
(9256, 7127, 83, 2336.60),
(7835, 8942, 28, 2048.49),
(4911, 8086, 83, 1198.11),
(2319, 9733, 27, 4488.63),
(6413, 5420, 216, 4802.13),
(1537, 3414, 60, 1646.17),
(5385, 3134, 27, 2541.35),
(4206, 6762, 100, 3532.12),
(10, 554, 50, 2604.63),
(6991, 6333, 174, 2682.24),
(2958, 6375, 114, 3888.62),
(9719, 1890, 221, 1404.16),
(1569, 799, 136, 4366.56),
(8126, 5472, 229, 2421.82),
(3515, 7362, 31, 2022.45),
(4655, 5996, 78, 1927.72),
(2565, 1114, 125, 4043.33),
(4781, 7108, 21, 4025.13),
(5282, 4104, 137, 4460.40),
(2314, 862, 67, 4094.52),
(6692, 3440, 143, 3610.56),
(962, 1779, 65, 3580.93),
(7527, 186, 6, 3746.81),
(8423, 2101, 108, 3480.61),
(6244, 4851, 27, 3315.59),
(1023, 5141, 205, 1641.09),
(7287, 7715, 42, 1930.81),
(1980, 3907, 124, 4269.87),
(8395, 392, 105, 4264.88),
(5372, 735, 139, 3184.47),
(2567, 1143, 210, 3114.69),
(6322, 9133, 35, 1812.97),
(9809, 1521, 163, 4273.92),
(9540, 3619, 60, 3869.37),
(5656, 6921, 136, 2004.37),
(7535, 6366, 37, 1936.88),
(511, 8366, 182, 1985.04),
(1707, 5501, 97, 4961.85),
(2350, 1040, 6, 4893.68),
(8245, 2978, 220, 2027.80),
(4427, 9368, 86, 1246.30),
(2263, 3525, 162, 4879.19),
(829, 4295, 173, 1976.53),
(9281, 5297, 8, 1275.06),
(6172, 6913, 19, 4996.08),
(1393, 4000, 96, 2681.94),
(6580, 8071, 117, 3678.07),
(76, 3338, 33, 4265.98),
(407, 4832, 86, 1222.42),
(9052, 191, 21, 1931.95),
(633, 4688, 90, 4875.10),
(5821, 909, 87, 2141.90),
(3437, 5852, 145, 2386.07),
(9031, 251, 32, 1005.50),
(7280, 5975, 144, 3403.31),
(9431, 4071, 109, 2169.74),
(2673, 7044, 216, 3897.80),
(3610, 3541, 10, 2849.00),
(4844, 4487, 55, 4474.32),
(1949, 450, 171, 3591.92),
(6450, 4068, 231, 4251.74),
(4060, 3438, 80, 3098.10),
(4368, 1557, 92, 4708.36),
(2981, 2136, 122, 1069.61),
(9767, 9210, 217, 4697.58),
(3638, 6908, 232, 2180.84),
(7804, 8810, 207, 2366.59),
(9110, 9995, 21, 1858.34),
(8867, 8479, 198, 4014.12),
(2196, 9898, 20, 4762.69),
(6019, 9045, 221, 2374.45),
(4349, 6243, 2, 2801.80),
(2164, 7432, 31, 1990.13),
(3598, 5550, 159, 3728.54),
(9014, 2762, 144, 1504.01),
(1311, 3704, 119, 4981.97),
(7678, 2955, 116, 1296.57),
(3464, 9957, 87, 4259.06),
(2412, 6933, 79, 3501.59),
(5532, 2574, 220, 4446.27),
(9293, 3881, 209, 1941.21),
(8469, 5194, 101, 3336.33),
(9185, 8620, 2, 3081.23),
(9392, 3292, 198, 4632.70),
(8859, 7058, 130, 1090.60),
(1304, 3252, 92, 4979.28),
(2402, 7667, 149, 2069.82),
(2582, 8540, 52, 4787.98),
(7887, 7490, 132, 1644.50),
(2799, 9779, 206, 4267.45),
(1607, 7043, 40, 4199.67),
(626, 6662, 130, 1032.46),
(3118, 2296, 68, 1885.85),
(7665, 4764, 75, 1727.66),
(8815, 409, 63, 2133.30),
(2842, 5995, 140, 3508.10),
(5216, 9088, 25, 4795.62),
(6708, 2209, 134, 1620.37),
(9263, 8450, 179, 3538.65),
(6209, 5929, 97, 1709.26),
(2964, 5245, 170, 3422.24),
(3278, 7584, 106, 3780.18),
(574, 7970, 181, 1585.26),
(630, 9437, 49, 4698.75),
(7962, 3032, 17, 1371.20),
(3614, 1250, 140, 1133.05),
(7903, 71, 144, 1060.31),
(7227, 226, 123, 4857.74),
(3578, 5015, 142, 2023.82),
(23, 3057, 92, 3514.16),
(1224, 7015, 92, 2270.48),
(1778, 6979, 130, 3255.28),
(8782, 2351, 64, 1324.01),
(6520, 1971, 156, 3625.19),
(6268, 7488, 124, 4974.63),
(3531, 7422, 23, 2348.96),
(7520, 644, 20, 3356.07),
(2702, 7981, 83, 1107.68),
(1213, 9706, 25, 3787.67),
(7068, 9736, 219, 1487.72),
(273, 8516, 36, 3587.32),
(4597, 7878, 230, 3593.44),
(9955, 1484, 210, 3928.50),
(6590, 1257, 173, 4966.74),
(1612, 6226, 187, 3662.69),
(2363, 3141, 119, 2044.29),
(314, 5687, 32, 2968.15),
(9686, 2219, 68, 4197.96),
(6764, 3111, 64, 1968.33),
(6367, 7610, 12, 4732.46),
(280, 4143, 68, 1263.47),
(7534, 7620, 68, 3425.34),
(9400, 7659, 118, 1496.35),
(3834, 773, 117, 1560.59),
(8255, 1963, 228, 2991.15),
(5758, 35, 179, 4744.77),
(5502, 2398, 51, 3403.14),
(4158, 1570, 152, 4053.24),
(5758, 2150, 9, 2532.55),
(1225, 6496, 129, 4120.11),
(1359, 4664, 164, 2958.93),
(4664, 993, 205, 2394.46),
(251, 3867, 192, 4982.07),
(2221, 5777, 85, 4724.90),
(894, 250, 93, 4396.73),
(5397, 4057, 175, 2529.50),
(3925, 5350, 64, 2982.80),
(1454, 8010, 164, 1579.60),
(7577, 2120, 115, 3263.51),
(7681, 7766, 187, 2599.95),
(2412, 889, 13, 2514.19),
(198, 6988, 27, 1026.75),
(2556, 3108, 213, 1739.91),
(1669, 4109, 218, 2098.72),
(157, 2011, 91, 2269.30),
(7519, 6754, 90, 2072.85),
(4044, 1086, 45, 3256.04),
(7341, 827, 136, 4967.66),
(3719, 5519, 183, 1610.20),
(4785, 6296, 182, 4120.85),
(9658, 7556, 127, 4364.29),
(2508, 6530, 77, 1393.25),
(4116, 6946, 68, 1282.13),
(3794, 2969, 130, 3993.66),
(6454, 8074, 9, 2103.55),
(689, 3088, 150, 3656.48),
(9137, 6492, 167, 2351.69),
(5426, 8912, 66, 4979.35),
(6381, 1056, 45, 3524.26),
(3032, 8753, 199, 4068.43),
(2012, 2317, 165, 2766.89),
(4728, 7912, 62, 1424.22),
(6674, 8138, 22, 3684.35),
(393, 6609, 119, 1729.03),
(9399, 4269, 120, 4533.52),
(2011, 2905, 201, 3800.69),
(9166, 5146, 54, 1844.85),
(8428, 6926, 189, 3757.81),
(8287, 6429, 135, 3484.64),
(7349, 1193, 218, 3791.03),
(3686, 2408, 213, 3023.91),
(9412, 501, 129, 2030.29),
(4134, 6543, 215, 3699.20),
(258, 3445, 186, 4282.50),
(6426, 5802, 222, 4517.85),
(2503, 8385, 29, 3324.11),
(5206, 5332, 75, 4691.26),
(3488, 8213, 28, 2911.34),
(1587, 6603, 62, 4507.57),
(4831, 1108, 144, 2101.26),
(7998, 9553, 230, 3334.20),
(1994, 4087, 39, 2549.49),
(5728, 5903, 36, 1289.50),
(4502, 6078, 73, 3854.03),
(8644, 1495, 200, 4705.07),
(770, 9799, 37, 4230.79),
(5299, 7598, 160, 3463.91),
(1291, 9760, 227, 3592.96),
(6483, 7002, 195, 3159.68),
(8384, 1907, 212, 4910.41),
(6861, 2048, 6, 4092.41),
(3373, 6880, 167, 3541.27),
(7976, 6771, 123, 3982.79),
(1865, 166, 51, 4234.12),
(1042, 3694, 223, 1114.64),
(692, 1883, 2, 4830.84),
(1412, 5801, 170, 1531.81),
(8806, 3092, 52, 2698.33),
(1979, 1311, 98, 1560.55),
(860, 9917, 171, 1247.39),
(6949, 3627, 41, 3560.51),
(3150, 1303, 69, 4785.43),
(5940, 4344, 96, 2963.60),
(8494, 7334, 205, 3328.74),
(2961, 1067, 91, 3021.50),
(7007, 3770, 218, 2465.41),
(7147, 3708, 31, 3147.80),
(177, 5761, 204, 4917.93),
(4296, 2065, 193, 3697.77),
(7702, 995, 166, 1234.08),
(8658, 9183, 213, 3237.91),
(3937, 5125, 83, 2186.72),
(2303, 6454, 219, 4280.75),
